Source URL,New target,Code,Notes
/risk-proofing-profit-tactics/,https://www.vendavo.com/insights/webinars/,301,Menerva final audit
/ai-price-selling-solutions/,https://www.vendavo.com/solutions/,301,Menerva final audit
/case-study-molson-coors/,https://www.vendavo.com/insights/case-studies/,301,Menerva final audit
/resources/webinars/?filter=webinars,https://www.vendavo.com/insights/webinars/?filter=webinars,301,Menerva final audit
/resource/abc-supply-case-study/,https://www.vendavo.com/insights/case-studies/,301,Replace with final destination from client CSV
/resource/pricing-strategy-guide/,https://www.vendavo.com/insights/whitepapers/,301,Replace with final destination from client CSV
/comparison-vendavo-vs-model-n/,https://www.vendavo.com/solutions/,301,Replace with final destination from client CSV
/comparison-vendavo-vs-vistex/,https://www.vendavo.com/solutions/,301,Replace with final destination from client CSV
